Animal_Species,Age_Months,Sex,Herd_Size,Vaccinated_FMD,Vaccinated_HS,Vaccinated_LSD,Vaccinated_BQ,Days_Since_Last_Vaccination,Recent_Treatment,Latitude,Longitude,Dist_Nearest_Outbreak_km,Dist_Waterbody_km,Temperature_C,Humidity_Percent,Rainfall_mm,Season,District_Outbreaks_30d,Symptom_Onset_Days,Sick_Animal_Count,Mortality_Count,Fever,Salivation,Blisters_Mouth_Teats,Lameness,Skin_Nodules,Udder_Swelling,Respiratory_Distress,Abnormal_Milk,Diarrhea,Bleeding_Orifices,Target_Disease,Triage_Risk_Level,Escalation_Required
Buffalo,16,Male,5,0,0,0,1,277,Antibiotics,21.2939,76.8778,46.2,6.7,23.0,77.0,18.5,Post-Monsoon,2,2,1,0,1,0,0,0,0,1,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,60,Female,3,1,1,1,1,234,Antibiotics,17.1298,81.0829,29.3,0.6,27.1,83.7,20.1,Summer,1,1,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,29,Female,1,0,0,1,0,173,Untreated,19.9418,83.4859,27.5,1.1,13.9,53.9,3.7,Post-Monsoon,3,5,1,0,1,0,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,81,Female,5,1,1,1,1,106,Supportive Care,20.4724,77.4184,35.6,4.4,13.9,78.2,2.1,Monsoon,1,0,0,0,0,1,0,1,0,0,0,0,1,0,Healthy,Low,0
Buffalo,38,Male,27,1,0,0,0,49,Supportive Care,18.4926,74.6011,8.6,9.1,30.4,94.6,8.4,Post-Monsoon,2,2,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,115,Male,4,1,0,0,0,348,Untreated,27.0168,84.8015,20.1,10.8,32.7,75.0,10.1,Monsoon,3,6,3,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,111,Female,4,1,1,1,0,33,Antibiotics,23.6668,78.8622,37.8,2.9,36.5,83.9,33.5,Monsoon,3,2,3,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,86,Female,19,1,1,0,0,348,Dewormed,20.0,80.2497,42.5,10.8,30.9,69.6,19.4,Post-Monsoon,2,4,3,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,60,Female,28,1,0,1,0,257,Antibiotics,18.2376,80.942,33.1,0.7,27.7,79.2,38.1,Post-Monsoon,7,5,1,1,1,0,0,0,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,61,Female,13,1,0,1,0,286,Antibiotics,19.8466,78.7665,18.6,5.2,33.8,91.8,37.6,Monsoon,3,6,3,1,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,95,Female,2,1,0,1,1,236,Antibiotics,22.2441,76.046,47.0,9.5,28.8,86.0,47.5,Monsoon,2,5,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,76,Female,7,1,1,1,0,116,Dewormed,20.1632,75.554,69.6,9.3,22.6,59.7,5.2,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,59,Female,6,0,1,1,1,233,Supportive Care,17.3172,76.1732,6.5,4.0,21.6,50.5,10.6,Monsoon,4,4,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,118,Female,3,1,0,1,1,301,Antibiotics,18.1881,79.1608,49.4,12.1,28.8,88.4,43.8,Monsoon,3,3,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,65,Female,10,1,0,0,1,195,Dewormed,27.4012,73.2975,92.9,8.4,38.7,79.0,8.0,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,63,Female,7,1,0,0,1,134,Untreated,19.9845,84.6044,36.1,10.3,29.6,68.4,58.0,Monsoon,2,6,3,0,1,1,0,1,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,49,Female,7,0,1,1,1,94,Antibiotics,24.1555,77.4024,11.9,7.7,29.7,78.9,13.8,Summer,3,1,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,97,Female,2,1,1,1,1,183,Untreated,18.3395,84.1366,12.3,1.8,28.2,86.6,15.2,Winter,1,6,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,33,Female,4,1,0,1,0,257,Untreated,27.393,75.3445,33.2,13.8,31.6,84.6,18.7,Post-Monsoon,5,3,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,31,Female,3,0,1,0,1,248,Supportive Care,21.4991,75.4877,44.0,11.8,20.2,91.5,11.9,Summer,1,2,1,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,22,Female,4,0,1,1,1,361,Antibiotics,19.734,80.108,43.4,14.5,28.2,53.3,11.9,Winter,3,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,102,Female,12,1,1,1,0,207,Antibiotics,26.0208,81.4548,6.7,9.7,31.6,74.0,26.6,Post-Monsoon,2,1,2,1,1,0,0,1,0,0,0,0,1,0,Black_Quarter,High,1
Cow,11,Female,14,1,1,1,0,278,Supportive Care,16.7579,75.9744,38.7,9.5,31.7,76.8,11.6,Winter,2,6,1,0,0,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,58,Female,32,1,1,1,0,336,Supportive Care,18.1342,79.0345,13.3,14.3,23.0,35.9,4.7,Winter,1,3,3,0,1,1,1,1,0,0,1,0,0,0,FMD,High,1
Buffalo,74,Female,7,0,0,1,0,308,Antibiotics,20.2309,75.6586,7.2,3.7,26.7,73.5,60.9,Monsoon,3,5,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,112,Male,12,1,0,0,0,242,Antibiotics,25.2142,76.9997,19.1,1.0,31.5,89.3,24.2,Post-Monsoon,1,1,4,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,45,Female,2,1,0,1,0,104,Dewormed,18.1936,84.6293,17.8,14.0,29.2,85.9,74.0,Monsoon,1,6,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,49,Female,8,0,0,1,1,55,Untreated,25.0436,80.9307,14.8,8.9,22.4,90.3,32.7,Monsoon,4,1,4,2,1,1,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,32,Female,32,0,1,1,1,120,Antibiotics,26.7949,79.6377,39.5,13.9,17.5,87.1,7.9,Monsoon,2,4,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,99,Male,54,0,0,1,1,312,Supportive Care,15.8306,84.391,13.4,9.6,32.7,68.4,1.9,Monsoon,3,5,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,55,Female,1,1,1,1,1,52,Supportive Care,20.1639,83.9844,31.9,2.3,25.2,67.8,15.5,Post-Monsoon,4,5,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,90,Female,4,0,1,1,1,275,Supportive Care,17.2481,82.3615,46.2,14.5,14.3,63.7,0.2,Summer,0,2,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,15,Female,4,0,1,1,0,348,Untreated,22.535,83.6588,45.6,10.3,24.5,43.8,14.5,Monsoon,1,5,3,0,1,1,0,1,0,0,0,0,0,0,FMD,High,1
Cow,21,Female,6,0,1,1,0,49,Antibiotics,18.9499,80.0454,11.5,6.2,21.7,46.4,3.0,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,104,Male,17,1,1,0,1,72,Untreated,25.5311,80.531,96.3,3.6,13.7,83.6,7.7,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,36,Female,1,1,1,0,1,58,Dewormed,21.7604,76.7459,92.9,11.8,30.2,75.3,13.2,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,18,Female,14,0,0,0,1,312,Dewormed,25.9671,82.6698,1.2,2.0,26.4,97.6,28.1,Monsoon,1,2,3,2,1,1,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,53,Female,4,1,1,0,0,290,Dewormed,22.0396,76.6874,16.1,8.4,32.1,70.8,10.0,Monsoon,4,6,3,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,99,Female,24,1,1,0,1,196,Antibiotics,18.2456,73.8093,35.0,4.6,34.1,65.1,7.5,Post-Monsoon,5,6,4,0,1,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,39,Female,21,1,0,0,0,121,Untreated,17.7041,80.3538,14.6,2.3,31.4,94.8,24.5,Post-Monsoon,1,6,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,104,Female,8,1,1,0,1,288,Supportive Care,21.2623,82.2591,19.3,10.7,32.8,71.5,27.2,Post-Monsoon,1,2,3,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,9,Female,2,0,1,0,1,191,Untreated,18.2289,73.2972,22.9,9.8,26.7,45.7,9.0,Post-Monsoon,1,6,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,59,Male,5,1,0,1,1,341,Dewormed,15.7409,77.8243,35.0,0.5,29.7,88.4,45.8,Monsoon,2,3,4,2,1,1,0,0,0,0,1,0,1,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,113,Female,24,1,1,1,0,160,Antibiotics,24.4984,82.7052,44.8,4.6,28.8,58.7,6.4,Winter,6,5,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,106,Female,1,1,1,0,1,191,Antibiotics,22.5831,78.3167,4.5,9.0,18.4,54.6,8.7,Summer,1,6,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,29,Female,16,1,0,1,0,279,Antibiotics,19.1144,79.2026,18.1,5.2,28.1,75.3,54.5,Monsoon,3,3,1,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,10,Female,4,0,1,0,1,337,Antibiotics,25.0992,78.5223,44.2,6.1,27.7,30.0,10.9,Summer,1,1,1,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,67,Female,27,1,0,0,1,188,Untreated,22.0302,77.7949,37.2,8.5,26.3,78.3,22.8,Monsoon,4,6,3,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,10,Female,5,0,0,1,1,89,Untreated,27.877,76.3398,39.3,4.8,21.5,55.7,2.7,Post-Monsoon,1,4,1,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,22,Male,3,1,0,0,1,358,Dewormed,19.3188,75.1791,47.7,11.4,29.7,79.0,5.1,Post-Monsoon,3,4,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,56,Female,8,0,0,1,1,55,Antibiotics,16.3884,80.0087,2.9,14.1,30.1,87.0,24.0,Monsoon,4,5,2,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,59,Female,2,0,1,1,0,220,Dewormed,24.7814,76.8745,13.0,2.5,12.9,90.9,12.1,Summer,1,3,1,0,1,1,1,1,1,0,0,0,1,0,FMD,Moderate,0
Cow,56,Female,18,0,0,1,0,130,Antibiotics,17.2546,82.2049,29.4,11.4,20.3,82.2,65.7,Monsoon,2,5,1,0,0,1,0,0,0,0,1,0,0,1,Hemorrhagic_Septicemia,Critical,1
Buffalo,29,Female,26,0,0,1,1,349,Antibiotics,25.1039,75.0459,5.2,7.8,30.3,74.6,54.0,Monsoon,7,6,3,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,78,Female,35,1,1,1,0,164,Untreated,26.4769,77.9116,34.5,12.9,30.2,85.0,23.5,Monsoon,2,6,1,0,0,1,0,0,0,0,0,0,0,1,Hemorrhagic_Septicemia,Critical,1
Cow,78,Female,23,1,0,1,1,65,Dewormed,27.5261,73.9725,41.4,9.8,27.5,72.8,29.7,Monsoon,3,6,1,0,0,1,0,0,0,0,1,0,0,1,Hemorrhagic_Septicemia,Critical,1
Cow,43,Female,8,1,1,0,1,48,Untreated,18.0683,74.8794,12.1,3.5,33.6,90.8,7.9,Post-Monsoon,4,5,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,28,Male,12,0,1,1,1,213,Dewormed,27.6248,76.685,22.1,7.5,33.0,60.8,9.8,Monsoon,2,5,1,0,1,0,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,112,Female,6,1,0,1,1,167,Supportive Care,26.0799,78.3381,47.4,0.3,29.9,70.2,34.0,Summer,6,4,2,0,1,1,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,68,Female,8,0,1,0,1,55,Supportive Care,25.3057,84.0707,90.2,7.2,22.9,81.9,15.0,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,101,Female,4,1,0,0,1,139,Supportive Care,25.684,84.8587,19.0,7.6,29.3,84.6,36.0,Monsoon,2,5,1,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,49,Male,3,1,1,1,0,275,Supportive Care,27.0162,76.2362,9.2,3.4,33.4,62.8,22.3,Post-Monsoon,1,3,2,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Buffalo,35,Female,4,1,0,1,0,275,Untreated,15.4824,78.1216,8.4,8.3,24.0,80.9,30.0,Monsoon,2,3,2,1,1,1,1,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,85,Female,2,1,1,1,0,319,Dewormed,21.5072,82.3779,43.4,9.8,22.8,56.8,14.8,Post-Monsoon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,83,Female,3,1,1,1,1,312,Untreated,15.6818,82.3476,22.5,2.1,14.2,79.6,2.6,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,47,Female,14,1,0,0,1,232,Untreated,15.5136,74.5649,29.3,8.1,34.2,83.8,24.5,Post-Monsoon,3,5,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,80,Female,11,1,1,1,1,285,Antibiotics,22.0192,74.3049,16.4,12.1,28.9,95.0,71.2,Monsoon,1,5,3,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,90,Female,4,1,1,1,1,100,Supportive Care,18.8402,73.5528,32.1,6.3,11.4,54.2,1.9,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,40,Female,10,1,1,0,0,179,Supportive Care,21.8166,81.8815,12.5,1.6,32.5,67.4,12.6,Post-Monsoon,3,5,1,0,1,0,0,1,1,0,0,0,0,1,Lumpy_Skin_Disease,Moderate,0
Cow,119,Female,20,1,1,0,0,99,Antibiotics,16.5624,79.6057,10.4,10.1,36.7,68.7,13.7,Monsoon,10,5,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,119,Female,4,1,1,1,1,123,Dewormed,26.0163,76.7335,44.3,6.1,18.6,92.7,10.8,Summer,2,4,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,116,Male,24,1,1,0,1,234,Antibiotics,23.0042,75.6162,5.5,7.7,29.6,81.7,15.9,Post-Monsoon,5,1,1,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,105,Female,14,1,1,1,1,240,Untreated,26.3258,73.5312,13.7,13.3,29.1,93.1,63.2,Monsoon,2,6,4,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,6,Female,9,1,1,0,1,301,Untreated,15.2259,77.7631,16.4,6.4,30.9,91.1,21.1,Post-Monsoon,3,4,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,61,Male,1,1,1,1,0,274,Dewormed,19.4992,75.233,35.5,13.1,36.1,60.8,39.6,Monsoon,3,2,1,1,0,0,1,0,0,0,0,0,0,0,Black_Quarter,High,1
Cow,46,Female,7,1,1,0,1,94,Supportive Care,15.5429,75.0922,38.4,2.4,26.2,61.0,18.7,Post-Monsoon,7,2,4,0,1,0,0,0,0,1,0,0,0,0,Mastitis,Moderate,0
Buffalo,96,Male,6,0,1,0,1,322,Dewormed,22.6766,81.7812,7.2,7.7,27.0,75.7,18.0,Monsoon,1,6,1,0,1,0,0,0,1,0,0,1,1,0,Mastitis,Moderate,0
Buffalo,103,Female,3,0,1,1,0,190,Untreated,15.8721,79.6144,21.7,4.2,32.6,69.3,10.3,Monsoon,3,3,2,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,64,Male,14,0,0,1,1,32,Dewormed,25.9129,77.0706,21.9,14.2,29.5,89.5,68.4,Monsoon,1,5,1,0,1,1,0,0,0,1,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,81,Female,10,1,1,0,1,213,Supportive Care,15.3841,79.1418,36.2,1.9,29.9,86.5,23.5,Post-Monsoon,2,4,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,14,Female,4,1,1,0,1,203,Dewormed,19.6506,84.0565,6.1,14.0,32.0,78.8,27.2,Post-Monsoon,2,3,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,117,Female,16,0,1,1,1,47,Antibiotics,24.8702,77.3357,33.3,1.2,21.2,55.4,7.9,Monsoon,4,6,1,0,1,1,0,1,1,0,0,0,0,0,FMD,Moderate,0
Buffalo,112,Male,7,0,1,0,0,63,Supportive Care,19.3908,73.8759,35.9,6.5,26.3,76.6,17.7,Post-Monsoon,4,5,2,0,1,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,58,Female,14,0,0,1,1,30,Supportive Care,24.615,82.8442,13.7,5.7,16.9,80.5,11.3,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,84,Female,1,0,0,1,1,131,Supportive Care,20.625,77.6057,9.3,12.5,35.8,67.7,8.9,Post-Monsoon,5,1,1,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Cow,59,Female,6,0,1,1,0,261,Antibiotics,18.4159,84.7773,31.3,14.3,18.3,74.1,14.5,Winter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,100,Female,6,0,0,1,1,77,Supportive Care,17.6509,76.7512,76.3,11.6,25.6,47.9,7.6,Winter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Healthy,Low,0
Cow,105,Female,2,1,0,1,1,244,Dewormed,18.198,74.2824,11.0,9.6,30.1,77.8,30.8,Post-Monsoon,3,4,1,0,1,0,0,0,0,1,0,1,0,1,Mastitis,Moderate,0
Buffalo,68,Female,3,1,1,0,0,293,Dewormed,22.5142,84.6877,31.5,10.6,30.7,78.8,7.2,Post-Monsoon,3,3,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,21,Female,15,0,1,0,1,197,Untreated,24.2753,81.7452,37.0,14.9,29.8,73.6,49.9,Monsoon,1,3,3,2,0,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,15,Female,1,1,1,1,0,337,Dewormed,15.6481,83.5978,60.4,4.5,22.6,47.6,3.6,Post-Monsoon,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthy,Low,0
Cow,18,Female,11,1,1,1,1,294,Antibiotics,22.1337,77.095,35.0,14.8,30.2,60.8,34.8,Post-Monsoon,1,2,3,1,1,1,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,67,Female,1,1,1,1,1,250,Antibiotics,20.6216,84.5236,32.8,12.8,21.2,70.8,31.9,Monsoon,3,4,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,56,Male,12,1,1,1,1,257,Untreated,27.1097,77.5824,8.5,2.2,29.7,89.9,34.4,Monsoon,5,2,1,0,0,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,67,Female,1,1,1,0,0,96,Dewormed,24.4723,76.0072,46.6,1.4,29.7,82.0,9.5,Post-Monsoon,4,5,1,0,0,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,34,Male,6,0,1,1,1,359,Antibiotics,20.4676,79.1897,21.2,12.9,27.0,88.7,14.6,Post-Monsoon,4,2,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,112,Female,12,1,1,1,1,86,Untreated,20.2246,83.6502,42.8,8.4,26.8,64.9,13.3,Summer,3,1,1,0,1,1,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,76,Female,32,1,0,1,1,324,Untreated,23.5844,82.1373,24.3,14.8,28.0,96.2,48.3,Monsoon,2,1,2,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,41,Female,2,1,1,1,0,163,Untreated,24.2773,78.8153,44.1,9.8,32.9,63.8,23.4,Post-Monsoon,4,2,1,1,1,0,0,1,0,0,0,0,1,0,Black_Quarter,High,1
Buffalo,70,Female,1,1,1,1,1,334,Untreated,20.7154,73.0267,47.3,7.8,16.0,57.7,0.7,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,105,Male,9,0,0,1,1,346,Antibiotics,17.4943,76.3063,5.9,14.8,18.9,74.4,9.4,Post-Monsoon,5,6,4,0,0,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,51,Female,2,1,0,1,1,333,Dewormed,27.6281,76.7247,47.0,9.2,29.9,88.3,58.6,Monsoon,3,2,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,119,Female,2,1,0,0,1,255,Supportive Care,27.2449,82.6412,47.9,12.7,26.2,61.4,14.5,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,97,Female,19,1,1,0,1,221,Supportive Care,27.1072,83.4202,31.5,0.4,27.3,81.4,7.6,Post-Monsoon,3,5,2,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,107,Female,10,1,1,1,0,329,Supportive Care,27.9475,76.0821,37.1,6.3,31.5,60.7,15.1,Post-Monsoon,1,2,4,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,74,Female,10,1,0,1,1,84,Untreated,15.88,78.9997,42.2,1.0,21.2,87.9,31.9,Monsoon,5,5,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,114,Female,1,1,1,1,0,251,Antibiotics,20.629,80.7224,15.6,6.7,38.5,69.6,21.9,Post-Monsoon,2,4,1,2,1,0,1,0,0,0,0,0,0,0,Black_Quarter,High,1
Cow,67,Female,4,1,1,1,1,182,Untreated,26.1616,81.2865,5.5,9.7,30.9,79.4,25.0,Winter,1,4,3,0,0,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,17,Male,9,1,1,1,0,338,Antibiotics,27.8149,80.8465,22.3,1.3,28.5,88.3,31.6,Winter,3,1,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,22,Female,7,0,1,0,0,223,Dewormed,27.4787,82.3002,27.0,9.8,28.9,87.3,31.6,Monsoon,2,6,4,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,21,Female,17,1,0,1,1,268,Dewormed,26.5677,80.5982,22.3,5.0,29.4,69.7,39.1,Monsoon,3,1,1,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,27,Female,8,1,1,1,1,99,Supportive Care,18.118,73.7272,18.3,8.8,34.9,73.9,7.4,Winter,1,2,3,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,105,Female,6,0,0,1,0,233,Dewormed,18.7625,84.5055,10.9,11.4,29.9,66.6,12.1,Winter,3,5,2,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Cow,89,Female,11,1,1,0,1,311,Dewormed,25.9538,80.1085,5.3,12.2,18.2,67.3,24.8,Winter,3,5,3,0,1,0,0,0,1,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,58,Female,1,1,1,1,0,340,Dewormed,21.9046,74.5076,27.1,5.0,30.8,62.9,45.6,Post-Monsoon,0,1,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,87,Female,3,1,1,0,0,334,Untreated,26.3085,76.317,10.0,10.5,20.9,71.0,38.6,Post-Monsoon,1,5,2,0,1,0,0,0,0,1,0,1,1,0,Mastitis,Moderate,0
Cow,9,Female,4,1,0,1,0,240,Untreated,24.0863,73.5185,83.8,9.8,25.1,84.6,3.1,Monsoon,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Healthy,Low,0
Cow,21,Female,22,0,1,0,0,233,Dewormed,21.8047,77.6336,24.2,7.7,24.4,55.0,13.8,Monsoon,4,6,2,0,1,1,0,0,0,0,0,0,0,0,FMD,Moderate,0
Cow,101,Female,25,0,1,0,1,122,Dewormed,19.2046,81.4561,25.7,2.9,11.0,42.3,8.5,Post-Monsoon,3,5,3,0,1,1,1,0,0,0,0,0,0,0,FMD,High,1
Buffalo,54,Female,1,1,1,0,1,220,Antibiotics,21.9356,78.057,22.3,14.2,30.1,73.5,8.3,Post-Monsoon,3,1,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,64,Male,8,1,1,0,0,284,Antibiotics,15.9539,83.74,24.6,9.8,28.9,80.8,21.6,Post-Monsoon,4,6,3,0,1,0,0,0,1,0,0,0,0,1,Lumpy_Skin_Disease,High,1
Buffalo,14,Male,18,0,1,0,1,105,Dewormed,26.2174,77.2304,25.5,5.6,31.3,77.3,26.0,Post-Monsoon,5,6,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,48,Female,10,1,0,1,1,111,Supportive Care,23.2555,77.1994,0.8,8.7,32.4,93.0,63.4,Monsoon,3,5,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,110,Male,6,0,1,1,1,261,Supportive Care,20.8432,74.2312,41.3,5.8,22.0,55.9,8.0,Winter,3,6,3,0,1,1,0,1,0,0,0,0,0,0,FMD,High,1
Cow,51,Female,2,1,1,1,1,186,Dewormed,26.5503,74.7725,6.8,10.4,18.7,95.3,36.8,Summer,3,1,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,112,Female,1,0,1,1,0,49,Antibiotics,18.7647,79.8783,42.4,14.0,30.4,50.9,10.5,Post-Monsoon,3,6,1,0,0,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,85,Female,8,1,0,1,1,47,Dewormed,26.8115,76.4376,7.2,2.1,20.1,91.2,28.1,Post-Monsoon,2,3,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
